SrcAddr,Sport,DstAddr,Dport,Proto,State,Dur,SrcBytes,DstBytes,sTtl,dTtl,SrcLoss,DstLoss,SrcLoad,DstLoad,SrcPkts,DstPkts,SrcWin,DstWin,SrcTCPBase,DstTCPBase,sMeanPktSz,dMeanPktSz,SrcJitter,DstJitter,StartTime,LastTime,SIntPkt,DIntPkt,TcpRtt,SynAck,AckDat,Trans,Min,Max,Sum
59.166.0.4,37718,149.171.126.6,38313,6,FIN,0.016866,2334,16446,31,29,7,12,1076722.375000,7595873.000000,36,38,20272,14480,317600347,317880085,64.833336,432.789459,32.581242,31.171387,1424262147.320304,1424262147.337170,0.473057,0.452222,0.000719,0.000579,0.000140,1,0.016866,0.016866,0.016866
59.166.0.4,63693,149.171.126.3,37298,6,FIN,0.130923,4238,64898,31,29,7,30,255417.296875,3911978.750000,72,74,46336,14480,2462990042,328033742,58.861111,877.000000,102.437866,99.734417,1424262147.337290,1424262147.468213,1.865743,1.786425,0.000648,0.000512,0.000136,1,0.130923,0.130923,0.130923
59.166.0.3,16785,149.171.126.6,17434,6,FIN,0.077898,2334,16446,31,29,7,12,233125.359375,1644612.125000,36,38,20272,14480,377598973,2528057313,64.833336,432.789459,124.424766,118.765419,1424262147.421313,1424262147.499211,2.216400,2.090081,0.000700,0.000563,0.000137,1,0.077898,0.077898,0.077898
59.166.0.3,18537,149.171.126.7,16372,6,FIN,0.129981,4238,64898,31,29,7,30,257268.375000,3940329.750000,72,74,46336,14480,2527183311,2574836905,58.861111,877.000000,113.173058,110.223615,1424262147.499328,1424262147.629309,1.852428,1.773795,0.000618,0.000491,0.000127,1,0.129981,0.129981,0.129981
59.166.0.8,19119,149.171.126.6,53,17,CON,0.000971,130,162,31,29,0,0,535530.375000,667353.250000,2,2,,,,,65.000000,81.000000,0.000000,0.000000,1424262147.520310,1424262147.521281,0.001000,0.007000,0.000000,0.000000,0.000000,1,0.000971,0.000971,0.000971
59.166.0.8,64785,149.171.126.4,143,6,FIN,0.045488,7818,14922,31,29,30,32,1363700.375000,2603587.750000,122,126,49232,47784,2587183901,2583942520,64.081970,118.428574,25.779756,23.403264,1424262147.521458,1424262147.566946,0.379286,0.362556,0.000658,0.000528,0.000130,1,0.045488,0.045488,0.045488
59.166.0.8,1864,149.171.126.4,5190,6,FIN,0.004596,1064,2260,31,29,4,4,1698868.500000,3606614.500000,12,12,8688,10136,497599316,2643255922,88.666664,188.333328,19.389414,0.472867,1424262147.620284,1424262147.624880,0.386364,0.363091,0.000744,0.000597,0.000147,1,0.004596,0.004596,0.004596
59.166.0.9,58632,149.171.126.5,53,17,CON,0.001033,146,178,31,29,0,0,565343.687500,689254.625000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262147.720335,1424262147.721368,0.008000,0.007000,0.000000,0.000000,0.000000,1,0.001033,0.001033,0.001033
59.166.0.9,62386,149.171.126.8,25,6,FIN,0.047787,37164,3380,31,29,18,8,6102078.000000,552451.500000,52,42,14480,30408,557603105,2708191014,714.692322,80.476189,59.677258,2.781961,1424262147.721575,1424262147.769362,0.928098,1.180575,0.000699,0.000561,0.000138,1,0.047787,0.047787,0.047787
59.166.0.3,14020,149.171.126.2,6881,6,FIN,0.474287,5022,210450,31,29,7,74,83797.359375,3528378.250000,92,166,65160,20272,3162157754,1089667145,54.586956,1267.771118,595.643312,14081.379025,1424262147.740692,1424262148.214979,67.641352,37.413348,0.000643,0.000515,0.000128,1,0.474287,0.474287,0.474287
59.166.0.9,28491,149.171.126.5,18357,6,FIN,0.030882,2854,29226,31,29,7,17,723269.187500,7413509.500000,46,48,27512,14480,617601443,2767488815,62.043480,608.875000,44.722211,43.402852,1424262147.820350,1424262147.851232,0.711047,0.647326,0.001262,0.001097,0.000165,1,0.030882,0.030882,0.030882
59.166.0.9,50254,149.171.126.7,57363,6,FIN,0.082312,4238,61150,31,29,7,30,406259.093750,5862960.000000,72,74,46336,14480,2767188532,2781851563,58.861111,826.351379,77.026143,72.986976,1424262147.851347,1424262147.933659,1.154268,1.120452,0.000670,0.000517,0.000153,1,0.082312,0.082312,0.082312
59.166.0.1,55610,149.171.126.6,53,17,CON,0.001014,146,178,31,29,0,0,575936.875000,702169.625000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262147.920324,1424262147.921338,0.004000,0.008000,0.000000,0.000000,0.000000,1,0.001014,0.001014,0.001014
59.166.0.1,27607,149.171.126.1,80,6,FIN,1.149959,1684,10168,31,29,3,5,10880.388672,66812.820312,14,18,10136,8688,2822989193,678563945,120.285713,564.888916,8834.563551,7735.231105,1424262147.921497,1424262149.071456,88.431617,67.612938,0.000765,0.000536,0.000229,1,1.149959,1.149959,1.149959
59.166.0.7,58040,149.171.126.9,22,6,FIN,0.274326,9400,12298,31,29,26,31,271560.125000,355518.625000,106,114,47784,41992,2882986426,2883272304,88.679245,107.877190,-nan,170.613583,1424262148.020322,1424262148.294648,2.686049,2.466072,0.000730,0.000591,0.000139,1,0.274326,0.274326,0.274326
175.45.176.3,137,149.171.126.17,137,17,REQ,4.418544,768,0,254,,0,0,1216.690430,0.000000,8,0,,,,,96.000000,0.000000,697.524688,,1424262148.071535,1424262152.490079,671.627750,,0.000000,0.000000,0.000000,1,4.418544,4.418544,4.418544
175.45.176.2,47623,149.171.126.17,80,6,FIN,1.271627,838,6814,62,252,2,4,4749.820801,39810.417969,10,14,16383,16383,4033323069,43779315,83.800003,486.714294,8146.725366,7013.722981,1424262148.109037,1424262149.380664,141.291891,88.714617,0.203287,0.091894,0.111393,1,1.271627,1.271627,1.271627
59.166.0.2,29056,149.171.126.0,53,17,CON,0.000994,146,178,31,29,0,0,587525.125000,716297.812500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262148.128305,1424262148.129299,0.001000,0.005000,0.000000,0.000000,0.000000,1,0.000994,0.000994,0.000994
59.166.0.2,52214,149.171.126.8,80,6,FIN,4.377855,19098,1087890,31,29,2,370,34802.433594,1985323.000000,358,746,65160,7240,797602159,803305303,53.346367,1458.297607,1016.336425,684.795257,1424262148.129441,1424262152.507296,12.262009,5.875688,0.000583,0.000465,0.000118,1,4.377855,4.377855,4.377855
175.45.176.0,47439,149.171.126.10,53,17,INT,0.000009,114,0,254,,0,0,50666664.000000,0.000000,2,0,,,,,57.000000,0.000000,0.000000,,1424262148.175374,1424262148.175383,0.009000,,0.000000,0.000000,0.000000,1,0.000009,0.000009,0.000009
59.166.0.1,50612,149.171.126.2,53,17,CON,0.001047,146,178,31,29,0,0,557784.125000,680038.187500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262148.220343,1424262148.221390,0.008000,0.006000,0.000000,0.000000,0.000000,1,0.001047,0.001047,0.001047
59.166.0.1,32988,149.171.126.2,80,6,FIN,1.122919,1684,10168,31,29,3,5,11142.388672,68421.679688,14,18,10136,8688,857602775,858594006,120.285713,564.888916,8820.119993,7722.397647,1424262148.221545,1424262149.344464,86.352234,66.022297,0.000704,0.000537,0.000167,1,1.122919,1.122919,1.122919
59.166.0.8,24651,149.171.126.0,6881,6,FIN,4.243192,24140,1093352,31,29,34,386,45411.093750,2058934.750000,442,844,65160,65160,3625442722,1540225780,54.615383,1295.440796,409.567094,9368.982616,1424262148.351961,1424262152.595153,27.912797,14.578625,0.000625,0.000488,0.000137,1,4.243192,4.243192,4.243192
59.166.0.0,33248,149.171.126.9,53,17,CON,0.001038,146,178,31,29,0,0,562620.437500,685934.500000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262148.398296,1424262148.399334,0.005000,0.007000,0.000000,0.000000,0.000000,1,0.001038,0.001038,0.001038
59.166.0.0,2379,149.171.126.2,80,6,FIN,1.164465,1580,10168,31,29,3,5,9954.786133,65980.515625,12,18,10136,8688,917603155,3115185955,131.666672,564.888916,9643.087795,7771.934524,1424262148.399524,1424262149.563989,105.829453,68.440938,0.001135,0.000966,0.000169,1,1.164465,1.164465,1.164465
59.166.0.2,47442,149.171.126.2,53,17,CON,0.000940,146,178,31,29,0,0,621276.625000,757446.812500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262148.420315,1424262148.421255,0.005000,0.008000,0.000000,0.000000,0.000000,1,0.000940,0.000940,0.000940
59.166.0.2,49155,149.171.126.1,25,6,FIN,0.519944,37164,3380,31,29,18,8,560829.625000,50774.699219,52,42,14480,30408,977602014,3128083902,714.692322,80.476189,794.766355,25.698650,1424262148.421437,1424262148.941381,10.186941,12.670073,0.000579,0.000468,0.000111,1,0.519944,0.519944,0.519944
175.45.176.1,59550,149.171.126.13,80,6,CON,0.289783,428,86,62,252,1,0,5907.869141,1187.095215,2,2,16383,16383,2755817702,171131571,214.000000,43.000000,4087.184500,4255.330000,1424262148.465113,1424262148.754896,4087.192500,4255.332000,0.094333,0.047833,0.046500,1,0.289783,0.289783,0.289783
59.166.0.0,49889,149.171.126.0,53,17,CON,0.001061,146,178,31,29,0,0,550424.125000,671065.000000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262148.611330,1424262148.612391,0.005000,0.001000,0.000000,0.000000,0.000000,1,0.001061,0.001061,0.001061
59.166.0.0,5533,149.171.126.5,80,6,FIN,1.478066,1684,10168,31,29,3,5,8465.116211,51981.441406,14,18,10136,8688,1037602595,1093210098,120.285713,564.888916,9479.477069,8295.196257,1424262148.612576,1424262150.090642,113.670000,86.911703,0.000702,0.000564,0.000138,1,1.478066,1.478066,1.478066
59.166.0.1,6083,149.171.126.4,53,17,CON,0.000990,130,162,31,29,0,0,525252.562500,654545.500000,2,2,,,,,65.000000,81.000000,0.000000,0.000000,1424262148.620351,1424262148.621341,0.008000,0.007000,0.000000,0.000000,0.000000,1,0.000990,0.000990,0.000990
59.166.0.1,45441,149.171.126.8,21,6,FIN,0.041722,2934,3742,31,29,11,15,551843.187500,704280.750000,52,54,24616,20272,3242989454,3243977070,56.423077,69.296295,67.044714,1.858587,1424262148.621526,1424262148.663248,0.900261,0.776113,0.000729,0.000586,0.000143,1,0.041722,0.041722,0.041722
59.166.0.1,8537,149.171.126.8,43433,6,FIN,0.004839,320,1828,31,29,1,2,441413.531250,2645174.750000,6,8,5792,5792,1097604150,1102662962,53.333332,228.500000,54.764630,1.212413,1424262148.628308,1424262148.633147,0.903000,0.611571,0.000686,0.000550,0.000136,1,0.004839,0.004839,0.004839
59.166.0.1,39097,149.171.126.8,57905,6,FIN,0.004485,424,8824,31,29,1,4,661761.437500,14428540.000000,8,12,8688,5792,3242991526,1107152086,53.000000,735.333313,35.709753,19.749760,1424262148.635869,1424262148.640354,0.574429,0.365909,0.000569,0.000457,0.000112,1,0.004485,0.004485,0.004485
59.166.0.1,10312,149.171.126.8,51199,6,FIN,0.009824,8928,320,31,29,4,1,6751628.500000,217426.703125,14,6,5792,8688,1097605925,1111052128,637.714294,53.333332,49.709514,3.381098,1424262148.642364,1424262148.652188,0.755692,1.848000,0.000573,0.000459,0.000114,1,0.009824,0.009824,0.009824
175.45.176.2,1130,149.171.126.17,445,6,FIN,0.845085,1066,730,254,252,3,2,9258.240234,6049.095703,12,8,16383,16383,6106612,1897976780,88.833336,91.250000,3886.124141,150.285937,1424262148.660167,1424262149.505252,74.914180,107.311859,0.141545,0.093894,0.047651,1,0.845085,0.845085,0.845085
59.166.0.1,45168,149.171.126.3,53,17,CON,0.001050,146,178,31,29,0,0,556190.500000,678095.250000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262148.829336,1424262148.830386,0.005000,0.007000,0.000000,0.000000,0.000000,1,0.001050,0.001050,0.001050
59.166.0.1,8744,149.171.126.1,80,6,FIN,1.228930,1684,10168,31,29,3,5,10181.214844,62519.425781,14,18,10136,8688,3302988839,1224004320,120.285713,564.888916,9251.678870,8101.993732,1424262148.830558,1424262150.059488,94.507539,72.255586,0.000730,0.000583,0.000147,1,1.228930,1.228930,1.228930
59.166.0.4,13250,149.171.126.9,53,17,CON,0.000978,146,178,31,29,0,0,597137.000000,728016.375000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262148.832334,1424262148.833312,0.008000,0.007000,0.000000,0.000000,0.000000,1,0.000978,0.000978,0.000978
59.166.0.4,16174,149.171.126.9,25,6,FIN,0.591788,37142,3380,31,29,18,8,492446.625000,44610.570312,52,42,14480,30408,1217607895,1225775693,714.269226,80.476189,857.814354,27.615861,1424262148.833479,1424262149.425267,11.828800,14.780850,0.000679,0.000542,0.000137,1,0.591788,0.591788,0.591788
59.166.0.2,28112,149.171.126.3,80,6,CON,4.782127,2184,129838,31,29,0,44,3566.613770,214737.921875,42,88,65160,7240,1672571053,4039231038,52.000000,1475.431763,243.942391,6027.168130,1424262148.846683,1424262153.628810,140.072922,66.853203,0.001155,0.001010,0.000145,1,4.782127,4.782127,4.782127
59.166.0.4,11196,149.171.126.9,52118,6,FIN,0.026633,2854,29226,31,29,7,17,838658.812500,8596253.000000,46,48,27512,14480,3422985979,3423275967,62.043480,608.875000,36.498729,35.160806,1424262148.920328,1424262148.946961,0.584356,0.553851,0.000739,0.000594,0.000145,1,0.026633,0.026633,0.026633
59.166.0.8,25508,149.171.126.0,6881,6,FIN,4.250704,23724,1093352,31,29,34,386,44547.917969,2055296.375000,434,844,65160,65160,1480057057,1551456210,54.663593,1295.440796,381.236000,8645.050909,1424262148.938599,1424262153.189303,26.770713,13.721403,0.000706,0.000568,0.000138,1,4.250704,4.250704,4.250704
59.166.0.4,40515,149.171.126.6,10788,6,FIN,0.092116,4238,61150,31,29,7,30,363020.531250,5238959.500000,72,74,46336,14480,1277602855,1293901950,58.861111,826.351379,93.283628,90.200458,1424262148.947079,1424262149.039195,1.292859,1.254973,0.000597,0.000483,0.000114,1,0.092116,0.092116,0.092116
59.166.0.2,40549,149.171.126.8,5190,6,FIN,0.003883,1064,2260,31,29,4,4,2010816.375000,4268864.500000,12,12,8688,10136,1337599541,3483275659,88.666664,188.333328,16.286026,0.370259,1424262149.020343,1424262149.024226,0.320909,0.303182,0.000657,0.000540,0.000117,1,0.003883,0.003883,0.003883
59.166.0.3,35766,149.171.126.8,5190,6,FIN,0.114125,1272,2572,31,29,4,4,83627.601562,170339.546875,16,18,8688,10136,1397598910,1397916151,79.500000,142.888885,387.517304,9.257395,1424262149.120340,1424262149.234465,7.519000,6.675941,0.000757,0.000626,0.000131,1,0.114125,0.114125,0.114125
175.45.176.0,1043,149.171.126.10,53,17,INT,0.000028,114,0,254,,0,0,16285714.000000,0.000000,2,0,,,,,57.000000,0.000000,0.000000,,1424262149.128076,1424262149.128104,0.028000,,0.000000,0.000000,0.000000,1,0.000028,0.000028,0.000028
59.166.0.9,62580,149.171.126.1,12671,6,FIN,0.014610,2334,16446,31,29,7,12,1242984.250000,8768789.000000,36,38,20272,14480,1457601088,1457914551,64.833336,432.789459,31.307282,27.064804,1424262149.220354,1424262149.234964,0.407914,0.388417,0.000762,0.000619,0.000143,1,0.014610,0.014610,0.014610
59.166.0.9,20379,149.171.126.9,64200,6,FIN,0.066096,4342,64898,31,29,7,30,518518.500000,7748850.000000,74,74,46336,14480,1457604892,1466695095,58.675674,877.000000,64.731954,1.816701,1424262149.235097,1424262149.301193,0.913736,0.898877,0.000614,0.000473,0.000141,1,0.066096,0.066096,0.066096
59.166.0.3,18127,149.171.126.6,5190,6,FIN,0.128125,1272,2572,31,29,4,4,74489.757812,151726.828125,16,18,8688,10136,3662986051,3663266340,79.500000,142.888885,440.506689,10.668704,1424262149.320337,1424262149.448462,8.518934,7.502412,0.000724,0.000576,0.000148,1,0.128125,0.128125,0.128125
59.166.0.4,20493,149.171.126.1,53,17,CON,0.000944,130,162,31,29,0,0,550847.437500,686440.687500,2,2,,,,,65.000000,81.000000,0.000000,0.000000,1424262149.420372,1424262149.421316,0.008000,0.004000,0.000000,0.000000,0.000000,1,0.000944,0.000944,0.000944
59.166.0.4,22048,149.171.126.2,21,6,FIN,0.831709,2934,3742,31,29,11,15,27682.757812,35329.664062,52,54,24616,20272,1577603087,3728119835,56.423077,69.296295,1432.197808,53.159543,1424262149.421479,1424262150.253188,16.628000,15.983962,0.000685,0.000541,0.000144,1,0.831709,0.831709,0.831709
59.166.0.4,58800,149.171.126.2,20549,6,FIN,0.046458,320,1850,31,29,1,2,45977.011719,278789.468750,6,8,5792,5792,1577604167,1581743933,53.333332,231.250000,644.008135,15.780702,1424262149.426857,1424262149.473315,9.229200,6.570429,0.000593,0.000462,0.000131,1,0.046458,0.046458,0.046458
175.45.176.0,53826,149.171.126.13,111,6,FIN,1.511669,564,354,254,252,2,1,2688.419189,1640.570801,10,8,16383,16383,915919213,1803021582,56.400002,44.250000,11248.209903,300.492219,1424262149.485051,1424262150.996720,163.861891,207.200859,0.139978,0.061257,0.078721,1,1.511669,1.511669,1.511669
59.166.0.0,21988,149.171.126.2,53,17,CON,0.001028,146,178,31,29,0,0,568093.375000,692607.000000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262149.521298,1424262149.522326,0.005000,0.007000,0.000000,0.000000,0.000000,1,0.001028,0.001028,0.001028
59.166.0.0,61694,149.171.126.6,80,6,FIN,1.008132,1580,10168,31,29,3,5,11498.494141,76212.242188,12,18,10136,8688,3787183842,1639202977,131.666672,564.888916,9530.597579,7676.920523,1424262149.522556,1424262150.530688,91.605633,59.267707,0.000722,0.000578,0.000144,1,1.008132,1.008132,1.008132
59.166.0.8,55993,149.171.126.0,6881,6,FIN,4.230709,23066,1085274,31,29,33,382,43514.218750,2049723.500000,422,834,65160,65160,1480057877,3699795367,54.658768,1301.287720,304.632250,6870.112129,1424262149.540666,1424262153.771375,22.997180,11.634274,0.000609,0.000496,0.000113,1,4.230709,4.230709,4.230709
59.166.0.4,61709,149.171.126.2,64396,6,FIN,0.226905,424,8824,31,29,1,4,13080.364258,285194.250000,8,12,8688,5792,3727185836,1674124738,53.000000,735.333313,2161.954311,1709.906104,1424262149.580830,1424262149.807735,32.358143,20.585637,0.000578,0.000460,0.000118,1,0.226905,0.226905,0.226905
59.166.0.0,23214,149.171.126.1,53,17,CON,0.000955,146,178,31,29,0,0,611518.312500,745549.750000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262149.620348,1424262149.621303,0.005000,0.008000,0.000000,0.000000,0.000000,1,0.000955,0.000955,0.000955
59.166.0.0,24925,149.171.126.2,80,6,FIN,1.131942,1684,10168,31,29,3,5,11053.569336,67876.265625,14,18,10136,8688,3842988837,1698550374,120.285713,564.888916,8830.959445,7732.139901,1424262149.621492,1424262150.753434,87.046539,66.554766,0.000622,0.000510,0.000112,1,1.131942,1.131942,1.131942
59.166.0.1,32706,149.171.126.2,80,6,CON,4.894080,1664,99838,31,29,0,34,2635.020264,160798.343750,32,68,65160,7240,785087007,868407230,52.000000,1468.205933,244.474031,6291.311909,1424262149.675731,1424262154.569811,157.439375,74.088984,0.000756,0.000506,0.000250,1,4.894080,4.894080,4.894080
59.166.0.0,26282,149.171.126.7,53,17,CON,0.001052,146,178,31,29,0,0,555133.062500,676806.125000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262149.720331,1424262149.721383,0.005000,0.007000,0.000000,0.000000,0.000000,1,0.001052,0.001052,0.001052
59.166.0.0,57678,149.171.126.9,25,6,FIN,0.230908,37142,3380,31,29,18,8,1262078.375000,114331.242188,52,42,14480,30408,1757603729,3908156883,714.269226,80.476189,498.247968,16.756275,1424262149.721541,1424262149.952449,4.520843,5.617976,0.000714,0.000568,0.000146,1,0.230908,0.230908,0.230908
59.166.0.3,50727,149.171.126.3,53,17,CON,0.001057,146,178,31,29,0,0,552507.062500,673604.500000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262149.823398,1424262149.824455,0.009000,0.007000,0.000000,0.000000,0.000000,1,0.001057,0.001057,0.001057
59.166.0.3,1333,149.171.126.9,80,6,FIN,1.162063,1684,10168,31,29,3,5,10767.058594,66116.898438,14,18,10136,8688,1817607883,3970016733,120.285713,564.888916,8843.043568,7742.990971,1424262149.824634,1424262150.986697,89.362156,68.325063,0.000659,0.000534,0.000125,1,1.162063,1.162063,1.162063
59.166.0.7,47729,149.171.126.7,80,6,CON,3.868241,1456,87838,31,29,0,29,2903.645264,178634.156250,28,60,65160,7240,3985441055,1891035127,52.000000,1463.966675,257.230828,6616.872108,1424262149.849341,1424262153.717582,173.931750,81.168398,0.000700,0.000545,0.000155,1,3.868241,3.868241,3.868241
59.166.0.4,24620,149.171.126.2,24900,6,FIN,0.225669,8928,320,31,29,4,1,293917.187500,9465.190430,14,6,5792,8688,1577605850,4025370398,637.714294,53.333332,1596.876797,68.318070,1424262149.916907,1424262150.142576,17.359154,45.003801,0.000645,0.000520,0.000125,1,0.225669,0.225669,0.225669
59.166.0.8,51417,149.171.126.6,111,17,CON,0.004268,568,304,31,29,0,0,798500.500000,427366.468750,4,4,,,,,142.000000,76.000000,1.582977,1.396536,1424262149.920367,1424262149.924635,1.123333,0.992000,0.000000,0.000000,0.000000,1,0.004268,0.004268,0.004268
59.166.0.8,51048,149.171.126.6,1756,17,CON,0.001678,536,304,31,29,0,0,1916567.375000,1087008.375000,4,4,,,,,134.000000,76.000000,0.613769,0.279546,1424262149.921892,1424262149.923570,0.438000,0.202667,0.000000,0.000000,0.000000,1,0.001678,0.001678,0.001678
59.166.0.8,52252,149.171.126.6,31392,6,FIN,0.004740,4336,2456,31,29,7,7,6913080.500000,3915612.000000,18,18,13032,14480,4022991487,1880547868,240.888885,136.444443,12.894217,0.319088,1424262149.924807,1424262149.929547,0.259294,0.246588,0.000667,0.000545,0.000122,1,0.004740,0.004740,0.004740
59.166.0.2,51048,149.171.126.9,5190,6,FIN,0.004166,1064,2260,31,29,4,4,1874219.875000,3978876.500000,12,12,8688,10136,1937600136,1937844208,88.666664,188.333328,18.221087,0.415287,1424262150.020321,1424262150.024487,0.347455,0.332455,0.000614,0.000503,0.000111,1,0.004166,0.004166,0.004166
59.166.0.0,53195,149.171.126.3,32624,6,FIN,0.014353,2334,16446,31,29,7,12,1265240.750000,8925800.000000,36,38,20272,14480,4147181231,1997881519,64.833336,432.789459,25.232141,22.263193,1424262150.120321,1424262150.134674,0.411971,0.371270,0.000780,0.000611,0.000169,1,0.014353,0.014353,0.014353
59.166.0.8,27200,149.171.126.0,6881,6,FIN,0.634517,12018,546780,31,29,17,193,150842.296875,6877558.500000,220,424,65160,59368,3625445260,3708725127,54.627274,1289.575439,277.633594,6334.257919,1424262150.122950,1424262150.757467,21.654004,11.236496,0.000596,0.000482,0.000114,1,0.634517,0.634517,0.634517
59.166.0.0,2649,149.171.126.6,33338,6,FIN,0.093439,4238,64898,31,29,7,30,357880.562500,5481309.000000,72,74,46336,14480,4147184640,2006535590,58.861111,877.000000,88.635553,87.125369,1424262150.134792,1424262150.228231,1.311634,1.272479,0.000682,0.000546,0.000136,1,0.093439,0.093439,0.093439
149.171.126.10,1043,175.45.176.0,53,17,INT,0.000002,264,0,60,,0,0,528000000.000000,0.000000,2,0,,,,,132.000000,0.000000,0.000000,,1424262150.141475,1424262150.141477,0.002000,,0.000000,0.000000,0.000000,1,0.000002,0.000002,0.000002
59.166.0.2,1756,149.171.126.9,5190,6,FIN,0.006478,1064,2260,31,29,4,4,1205310.250000,2558814.500000,12,12,8688,10136,4202986115,2057879068,88.666664,188.333328,34.685765,0.825902,1424262150.220355,1424262150.226833,0.558000,0.539636,0.000660,0.000533,0.000127,1,0.006478,0.006478,0.006478
59.166.0.4,3807,149.171.126.8,46497,6,FIN,0.015350,2334,16446,31,29,7,12,1183061.875000,8346058.500000,36,38,20272,14480,4262986161,4263269833,64.833336,432.789459,26.290353,24.417540,1424262150.320358,1424262150.335708,0.427857,0.423029,0.000651,0.000535,0.000116,1,0.015350,0.015350,0.015350
59.166.0.4,5338,149.171.126.3,49436,6,FIN,0.073614,4238,64898,31,29,7,30,454261.406250,6957481.000000,72,74,46336,14480,2117602878,4276733774,58.861111,877.000000,68.644005,67.106841,1424262150.335823,1424262150.409437,1.032296,1.000808,0.000676,0.000553,0.000123,1,0.073614,0.073614,0.073614
59.166.0.4,43453,149.171.126.7,111,17,CON,0.009130,568,304,31,29,0,0,373274.906250,199780.937500,4,4,,,,,142.000000,76.000000,3.855382,3.599409,1424262150.420364,1424262150.429494,2.731667,2.551667,0.000000,0.000000,0.000000,1,0.009130,0.009130,0.009130
59.166.0.4,42780,149.171.126.7,5132,17,CON,0.006310,536,304,31,29,0,0,509667.187500,289064.968750,4,4,,,,,134.000000,76.000000,2.691248,0.407060,1424262150.422095,1424262150.428405,1.907000,0.290333,0.000000,0.000000,0.000000,1,0.006310,0.006310,0.006310
59.166.0.4,7998,149.171.126.7,42603,6,FIN,0.004729,4336,2456,31,29,7,7,6929160.500000,3924720.000000,18,18,13032,14480,30120352,35962164,240.888885,136.444443,12.821083,0.323280,1424262150.429658,1424262150.434387,0.257824,0.246647,0.000664,0.000533,0.000131,1,0.004729,0.004729,0.004729
59.166.0.4,7199,149.171.126.9,80,6,CON,4.296997,1040,60000,31,29,0,20,1839.424072,108913.265625,20,40,65160,7240,867538747,3018506647,52.000000,1500.000000,442.239000,11755.249976,1424262150.441755,1424262154.738752,286.101562,143.050375,0.000681,0.000527,0.000154,1,4.296997,4.296997,4.296997
59.166.0.7,42442,149.171.126.0,45679,6,FIN,0.020965,2438,16342,31,29,7,12,905890.750000,6063057.500000,38,36,20272,14480,90115614,2235761056,64.157898,453.944458,42.007867,1.258827,1424262150.520327,1424262150.541292,0.573222,0.583600,0.000647,0.000534,0.000113,1,0.020965,0.020965,0.020965
59.166.0.7,8163,149.171.126.2,6246,6,FIN,0.053811,4238,64898,31,29,7,30,621434.312500,9517905.000000,72,74,46336,14480,90118622,2248377252,58.861111,877.000000,47.381401,46.095062,1424262150.541406,1424262150.595217,0.753507,0.730548,0.000600,0.000478,0.000122,1,0.053811,0.053811,0.053811
59.166.0.1,44339,149.171.126.4,53,17,CON,0.001070,146,178,31,29,0,0,545794.375000,665420.562500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262150.620378,1424262150.621448,0.008000,0.008000,0.000000,0.000000,0.000000,1,0.001070,0.001070,0.001070
59.166.0.1,39796,149.171.126.1,25,6,FIN,0.032180,37142,3276,31,29,18,8,9056060.000000,794282.187500,52,40,14480,30408,150118729,151148394,714.269226,81.900002,39.556212,1.873728,1424262150.621672,1424262150.653852,0.623922,0.812718,0.000600,0.000481,0.000119,1,0.032180,0.032180,0.032180
175.45.176.2,39727,149.171.126.17,445,6,FIN,1.947856,1064,854,254,252,3,2,4008.510010,3158.344482,12,10,16383,16383,107410924,2913039048,88.666664,85.400002,11854.291055,286.605313,1424262150.624088,1424262152.571944,174.302812,205.462437,0.165262,0.098689,0.066573,1,1.947856,1.947856,1.947856
59.166.0.7,41026,149.171.126.9,53,17,CON,0.001006,146,178,31,29,0,0,580516.937500,707753.500000,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262150.720381,1424262150.721387,0.005000,0.008000,0.000000,0.000000,0.000000,1,0.001006,0.001006,0.001006
59.166.0.7,13041,149.171.126.8,25,6,FIN,0.338830,37142,3380,31,29,18,8,860089.125000,77915.179688,52,42,14480,30408,2359700617,2360657205,714.269226,80.476189,643.042069,21.341619,1424262150.721552,1424262151.060382,6.636941,8.252342,0.000593,0.000481,0.000112,1,0.338830,0.338830,0.338830
59.166.0.1,37606,149.171.126.7,53,17,CON,0.001044,146,178,31,29,0,0,559386.937500,681992.312500,2,2,,,,,73.000000,89.000000,0.000000,0.000000,1424262150.820393,1424262150.821437,0.006000,0.007000,0.000000,0.000000,0.000000,1,0.001044,0.001044,0.001044
