#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	sip
#open	2025-03-08-02-16-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	uri	date	request_from	request_to	response_from	response_to	reply_to	call_id	seq	subject	request_path	response_path	user_agent	status_code	status_msg	warning	request_body_len	response_body_len	content_type
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	string	string	string	string	string	string	vector[string]	vector[string]	string	count	string	string	count	count	string
1424252112.036892	CZpyB03lTSDWkwyKl4	175.45.176.1	64485	149.171.126.10	5060	0	CANCEL	sip:PZ5QLjgxCeVwZVOHRB@149.171.126.10	-	"3RhF9rKT" <sip:WQhxzEKpeVRYvH4uuME7AcqlH@175.45.176.1>	"0AHPO3M0qy" <sip:PZ5QLjgxCeVwZVOHRB@149.171.126.10>	-	-	-	38474@175.45.176.1	14121 CANCEL	cAhu XdNTBrz54K	SIP/2.0/UDP 175.45.176.1;rport=64485,SIP/2.0/UDP 175.45.176.1;rport=64485	(empty)	-	-	-	-	219	-	-
1424252360.271360	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	1rxPQiXmIxt9ThyzGHaZ3mX3p1H6DTJK	2513095351 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252360.540204	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252360.832398	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	Q2tAXMaseh2MhomMQZBesaZthmjfmGYm	568702594 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252361.569686	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252362.161756	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	vT4W8ecI0IpP01fX0ntzfEguwSNCgWqI	697697349 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252362.351304	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252362.951903	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	GNls5D3dBMQ4KR431H19NwvGLlxWe9JL	3041933509 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252363.134953	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252363.300613	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	jdcTPhi659d3r61VVsOlnY04o6rvqPRs	2031965570 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252363.523362	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252363.622552	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	IwuhR4V93jYkiT9ohlJWELPIdjOGNmOW	4079629080 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252364.242008	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252364.321041	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	uUelZA2shj3wPw4RSNdppGHUqwyKRdG3	2390641344 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252364.483273	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252364.578313	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	BSVwwvHyWsL7t71R1tGAZt4sHjie23rQ	3005036834 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252364.678301	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252364.813369	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	f1Wr2o2DYJ6ULAGrgPIE1euwcncEQS7G	232259642 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252364.939875	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252365.030911	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	ezReuyLPlw81SqJEZJrjIi8cQVAyPLxg	2692044507 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252365.138992	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252365.222127	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	T29MDNPRUpbBPB4jxSBxNHV1ODrSvVID	674186019 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252365.356812	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252365.479650	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	SxcqaXzLvpQpJRIML77d11J5MdCQkOfR	3422054931 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252365.588423	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252365.723940	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	CBj6B4ARIivCKJh2Pf1lRhZ0qi9LAuDc	4079977394 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252365.844435	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252365.914678	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	UqvYJc9nBl0Yy5XTzeOyAj4FtbI9TqwE	3724100464 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252366.013170	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252366.092224	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	8TxKalebJzDcAjuNIlmNfZiO9lb9jGje	2878800116 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252366.195468	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252366.302338	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	sofrMcNBeJGAZrY0SD6lXnqdbSndtvZF	555068824 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252366.447034	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252366.626958	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	aJdIO5WsYKYE6xzCcvfb1sBnnMdbhZt4	849227073 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252366.881937	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252367.149989	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	Bhq0VVnPU7NzpUJwlczQAm0MZuXGGohn	256101865 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252367.303801	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252367.492602	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	KnxtnHcVRk6MwwwItO1dZPUkWYUAPaEn	3429236646 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252368.203266	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252368.339890	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	JNP3vMJpIHgcYxi0kMYnuyoz4UbannI6	3509132520 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252368.565105	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252368.738282	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	KfCbVcvJn3Z5e2pPLqGWCisxW3D50OxC	614487722 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252368.939505	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252369.034179	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	dYNkNp9I7rDn2BJ4FNl6IXAUu3iguLgV	836061710 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252369.145873	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252369.282250	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	wXs9NKleTcLiHQMv1jIE31LHntsoQmtc	1416662911 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252369.399997	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252369.500775	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	9lRUDRwIq7wFDSZL9eA4gOplhKTzkyX8	2134156148 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252369.615384	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252370.201249	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	qMCpZiaJlIsOaeYclIx8erssmssSEcsZ	331487158 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
