#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	analyzer
#open	2025-03-08-02-06-27
#fields	ts	cause	analyzer_kind	analyzer_name	uid	fuid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	failure_reason	failure_data
#types	time	string	string	string	string	string	addr	port	addr	port	string	string
1424244396.672634	violation	packet	GTPV1	Cua0YwNrJiTleU9ai	-	59.166.0.4	9377	149.171.126.2	2123	Binpac exception: binpac exception: out_of_bound: GTPv1_Ext_Header:contents: -1 > 76	-
1424244614.521859	violation	protocol	IMAP	CxHDF6Ryx0MpSH4wi	-	175.45.176.3	44687	149.171.126.16	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aIu3Hf21rDOzviL0pccznl0LNVrrIkIABaMgVNIDwLI10b7ZGzbPMNRC6Y0p7pr1LNvdSX3EIRlv\x0d\x0a--_394141498512804115755931\x0d\x0aContent-Type: application/octet-stream; name=1YwmxjNHu67R0.WRi)\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="1YwmxjNHu67R0.WRi"\x0d\x0a\x0d\x0ae1xydGYxXGFuc2lcYW5zaWNwZzEyNTJcdWMxXGRlZmYwXHN0c2hmZGJjaDBc\x0ac3RzaGZsb2NoMFxzdHNoZmhpY2gwXHN0c2hmYmkwXGRlZmxhbmcxMDMzXGRl\x0aZmxhbmdmZTEwMzN7XGZvbnR0Ymx7XGYwXGZyb21hblxmY2hhcnNldDBcZnBy\x0acTJ7XCpccGFub3NlIDAyMDIwNjAzMDUwNDA1MDIwMzA0fVRpbWVzIE5ldyBS\x0ab21hbjt9e1xmMzdcZnJvbWFuXGZjaGFyc2V0MjM4XGZwcnEyIFRpbWVzIE5l\x0adyBSb21hbiBDRTt9CntcZjM4XGZyb21hblxmY2hhcnNldDIwNFxmcHJxMiBU\x0aaW1lcyBOZXcgUm9tYW4gQ3lyO317XGY0MFxmcm9tYW5cZmNoYXJzZXQxNjFc\x0aZnBycTIgVGltZXMgTmV3IFJvbWFuIEdyZWVrO317XGY0MVxmcm9tYW5cZmNo\x0aYXJzZXQxNjJcZnBycTIgVGltZXMgTmV3IFJvbWFuIFR1cjt9e1xmNDJcZnJv\x0abWFuXGZjaGFyc2	-
1424244643.776910	violation	protocol	SSH	CKSNIx3J1yL9FuNin6	-	59.166.0.8	17437	149.171.126.5	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244647.313410	violation	protocol	IMAP	C5x7QQEJNDwZplUD6	-	175.45.176.0	9491	149.171.126.13	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0a1TDyHMRuydhMcZ6Wyt7Ff6koW\x0d\x0a--_892144675984920612687932\x0d\x0aContent-Type: video/x-msvideo; name=X0hKXmo.asF\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="X0hKXmo.asF"\x0d\x0a\x0d\x0a0&=B2u=8Ef=CF=11=A6=D9=00=AA=00b=CEl|\x09=00=00=00=00=00=00=03=00=00=00=01=02=\x0a=A1=DC=AB=8CG=A9=CF=11=8E=E4=00=C0=0C Seh=00=00=00=00=00=00=00=8E=B4P=1A=C2=\x0a=EA=D6=A6=C9=99=EF=B7=BC=8CN=F8=00=00=00=00=00=00=00=00=A4;=EC^=00=00=00=00=\x0a=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=\x0a=00=00=00=00=00=00=00=00=00=00=00=3D=CD=E9=03=C5=B7x=9Do=DFX=E6=B5=03=BF_=\x0a.=A9=CF=11=8E=E3=00=C0=0C Se=95=01=00=00=00=00=00=00=11=D2=D3=AB=BA=A9=CF=\x0a=11=8E=E6=00=C0=0C Se=06=00g=01=00=00=A9FC|=E0=EF=FCK=B2)9>=DEA\\=85'=00=00=\x0a=00=00=00=00=00=01=00=0Ce=00n=00-=00u=00s=00=00=00]=8B=F1&=84E=ECG=9F_=0E=\x0ae=1F=04R=C9=1A=00	-
1424244677.660092	violation	protocol	IMAP	CB9hVt4wauY1hR5TOd	-	175.45.176.3	50686	149.171.126.16	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: multipart/appledoublemultipart/appledouble; boundary="_921931054712420270282548"\x0d\x0aContent-Disposition: inlineinline\x0d\x0a\x0d\x0a--_921931054712420270282548\x0d\x0aContent-Type: application/applefile; name="CvEcl.JpG"\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: inline; filename=CvEcl.JpG\x0d\x0a\x0d\x0aAAUWBwACAAAAAAAAAAAAAAAAAAAAAAAAAAMAAAAJAAAAPgAAAAoAAAADAAAA\x0aSAAAAAkAAAACAAAAUQAABToAAAAAAAAAAAAAQ3ZFY2wuSnBHAAABAAAABQgA\x0aAAQIAAAAMgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAQAAAAlL0FwcGxpY2F0aW9ucy9V\x0adGlsaXRpZXMvVGVybWluYWwuYXBwAOzs7P/s7Oz/7Ozs/+zs7P/s7Oz/7Ozs\x0a/+Hh4f/h4eH/4eHh/+Hh4f/h4eH/4eHh/+Hh4	-
1424244687.122664	violation	protocol	IMAP	CJu6GI100eWiGTW9bk	-	175.45.176.3	42309	149.171.126.10	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0akachfnuzrwbc8Ie1x9S\x0d\x0a--_651468677270530595485241\x0d\x0aContent-Type: application/octet-stream; name=Af1jTaIa.dOC\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="Af1jTaIa.dOC"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00*=00=00=\x0a=00=00=00=00=00=00=10=00=00,=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=00=\x0a)=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=F	-
1424244700.278182	violation	protocol	SSH	Cz2ILJ1bhxgMUWG1L2	-	59.166.0.7	8970	149.171.126.7	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244707.779385	violation	protocol	SSH	CMEKZF37zn2rAbRda1	-	59.166.0.4	11294	149.171.126.4	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244726.077738	violation	protocol	SSH	CUGwmf4FQM2RWWNjli	-	59.166.0.6	40137	149.171.126.0	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244744.284967	violation	protocol	MQTT	CwCtkx4LsWawPaJrL8	-	175.45.176.0	22941	149.171.126.11	80	Binpac exception: binpac exception: out_of_bound: MQTT_string:str: 21588 > 83	-
1424244751.581747	violation	protocol	SIP	CVwPAJ1akfXsaEDN9a	-	175.45.176.3	34429	149.171.126.13	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:25: \x0aexpected pattern: "[[:alnum:]@[:punct:]]+"\x0aactual data: "\xa9\x0f\x80"	-
1424244751.581752	violation	protocol	SIP	CVwPAJ1akfXsaEDN9a	-	175.45.176.3	34429	149.171.126.13	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:25: \x0aexpected pattern: "[[:alnum:]@[:punct:]]+"\x0aactual data: "\xa9\x0f\x80"	-
1424244754.009367	violation	protocol	IMAP	CLXxmq2cXx5UETq7O9	-	175.45.176.3	55749	149.171.126.14	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0amgMzC0dEfN7aK3YXoMNZbUjr0CavKnBJiLymS1jqtyFY\x0d\x0a--_917134431134158405378389\x0d\x0aContent-Type: video/x-msvideo; name=wDIJq3gtLX\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="wDIJq3gtLX"\x0d\x0a\x0d\x0aRIFFX=01=00=00AVI LIST=C8=00=00=00hdrlavih8=00=00=00=A0=86=01=00=00=00=00=\x0a=00=00=00=00=00=10=01=00=00N=00=00=00=00=00=00=00=01=00=00=00=00=00=00=00=\x0a`=01=00=00 =01=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00LIST|=\x0a=00=00=00strlstrh8=00=00=00vidscvid=00=00=00=00=00=00=00=00=00=00=00=00=E8=\x0a=03=00=00=10'=00=00=00=00=00=00N=00=00=00 t=00=00=FF=FF=FF=FF=00=00=00=00=\x0a=00=00=00=00`=01 =01strf(=00=00=00(=00=00=00P=01=00=00 =01=00=00=01=00=18=\x0a=00cvid=84=8D=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00oYUE=00=\x0a=00=00=00dQHHLIST\\=00=00=00movi00dc=10=00=00=00=00=00=00h=01`=01 =00=07=10=\x0a=00=0	-
1424244762.292138	violation	protocol	HTTP	CwCtkx4LsWawPaJrL8	-	175.45.176.0	22941	149.171.126.11	80	not a http request line	-
1424244771.079224	violation	protocol	SSH	CNsq3P3ORwjNhEStLd	-	59.166.0.1	50997	149.171.126.3	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244777.883333	violation	protocol	SSH	CatgCM04oXwkMmF75	-	59.166.0.0	59106	149.171.126.4	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244778.546194	violation	protocol	SIP	CCd5uZffvWr8mD5Hk	-	175.45.176.1	9250	149.171.126.19	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:23: \x0aexpected pattern: "[a-zA-Z0-9_.!%*+`'~-]+"\x0aactual data: ""	-
1424244778.546204	violation	protocol	SIP	CCd5uZffvWr8mD5Hk	-	175.45.176.1	9250	149.171.126.19	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:23: \x0aexpected pattern: "[a-zA-Z0-9_.!%*+`'~-]+"\x0aactual data: ""	-
1424244778.675523	violation	protocol	SIP	CCd5uZffvWr8mD5Hk	-	175.45.176.1	9250	149.171.126.19	5060	Binpac exception: binpac exception: out_of_bound: SIP_Version:anonymous_field_010: 4 > 0	-
1424244781.611678	violation	protocol	IMAP	C8liLk1kGPcRQdb31j	-	175.45.176.1	58718	149.171.126.15	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aHBWL5jRzdcr8ts9fNV2OhWbTyvEcVw2Zmpr\x0d\x0a--_498049396460785411906642\x0d\x0aContent-Type: application/vnd.ms-excel; name=8OvQNB1X.xLS\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="8OvQNB1X.xLS"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00=03=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF	-
1424244789.859686	violation	protocol	IMAP	CJ2zDU1yk5f5gPzOwk	-	175.45.176.1	51718	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0amlLVstPs6CGjdJhXgw1l5I3oHKQKZsFIEvwYlyo4h5pkCvhjH6ve0kAv40JDfPvGfIEuQRmF4\x0d\x0a--_534321565203350914801775\x0d\x0aContent-Type: application/octet-stream; name=jAQ7DkZz.pPt\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="jAQ7DkZz.pPt"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=03=00=00=00=06=01=\x0a=00=00=00=00=00=00=00=10=00=00\x09=01=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=01=01=00=00=08=01=00=00=07=01=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF	-
1424244800.135350	violation	protocol	LDAP_TCP	CVFWGA4PiXxLOfk0K5	-	175.45.176.2	27245	149.171.126.15	389	expecting 1 bytes for unpacking value (0 bytes available) (/usr/src/packages/BUILD/src/analyzer/protocol/ldap/ldap.spicy:822:5-822:9)	0\x84\x00\x00\x00(\x02\x01\x00c\x84\x00\x00\x00\x1f\x04\x84\x00\x00\x00\x05o=vrt\x0a\x01\x02\x0a\x01\x00\x02\x01\x00\x02\x02\x01\xec\x01
1424244819.467706	violation	protocol	IMAP	C4sC303WNi9MoLq9rf	-	175.45.176.3	42348	149.171.126.16	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aWDyiFW0uQlUrdBZMUgbcMTDB6CT0Sij3sl9uB0DYT1ZG7jsQ1fDpEdMNo9MAi64KiEZFZsdB\x0d\x0a--_096477028265216768452258\x0d\x0aContent-Type: application/octet-stream; name=12n14xby.Xls\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="12n14xby.Xls"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=02=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00Z=00=00=00=03=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=80=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=	-
1424244830.981006	violation	protocol	SSH	CfD1cT1AmjAlYSjS74	-	59.166.0.1	25089	149.171.126.3	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244839.068666	violation	protocol	IMAP	CJliae1O1g2pUPjIkj	-	175.45.176.2	3385	149.171.126.14	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aV5QEnpqePDUBm4ep49gAQZ3zI6uz5M2rPkZxPbySmaqrpISaJD3h3ONRFdWUmBiKhhplVpwmQ0PQ4rargjBY\x0d\x0a--_986980147678906251799127\x0d\x0aContent-Type: application/octet-stream; name=Doci1UWAlcP0b92A)\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="Doci1UWAlcP0b92A"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAQQAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAKgAAAAAAAAAAEAAALAAAAAEAAAD+////AAAAACkAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a/////////////////////////////////////////0L/////////////////\x0a/////////////////////////////////////////////////0L/////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a///////	-
1424244839.761936	violation	protocol	HTTP	CaNWO43UZggaH9RVU	-	175.45.176.3	42753	149.171.126.16	80	not a http request line	-
1424244845.492886	violation	protocol	IMAP	CVpVFWT8zprNzH7f3	-	175.45.176.0	37990	149.171.126.18	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aaIWijkhkrrlPO7fTft9pI0FX27DpOQGr7F9JZnTwCnJ8oA3xhHELcfo5eyrHC7aquWVqlB0MoCOQ34i\x0d\x0a--_021841061072257327281973\x0d\x0aContent-Type: image/x-emf; name=P1nqHyWI.EmF\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="P1nqHyWI.EmF"\x0d\x0a\x0d\x0a=01=00=00=00X=00=00=00=00=00=00=00=00=00=00=00X!=00=00=12*=00=00=00=00=00=\x0a=00=00=00=00=00=FD)=00=00=151=00=00 EMF=00=00=01=00=00@=00=00=03=00=00=00=\x0a=02=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=05=00=00=00=04=00=00@=\x0a=01=00=00=F0=00=00=00=04=00=00=00<=00=00=00=00=00=00=00=00=00=00=00=FF=00=\x0a=00=00=FF=00=00=00=04=00=00=00=02=00=00=00=F8=00=00=FC=03=00=00=00=F8=00=00=\x0a=C0=04=00=00=00=F8=00=00=80=05=00=00=00=F8=00=00=00=0E=00=00=00=14=00=00=00=\x0a=00=00=00=00=10=00=00=00=14=00=00=00=\x0a\x0d\x0a--_021841061072257327281973--\x0d\x0a\x0d\x0a UID 1)\x0d\x0aa005 OK FETCH\x0d\x0a"	-
1424244855.359751	violation	protocol	DCE_RPC	C4aesj11M8lQJQSLl6	-	175.45.176.0	61103	149.171.126.15	445	Binpac exception: binpac exception: &enforce violation : DCE_RPC_Header:rpc_vers	-
1424244858.068934	violation	protocol	IMAP	CXz7js14gCQlil8jCg	-	175.45.176.2	45947	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0abAknHdOmaPWSXbBY5V6rqcqvcytdfigZH0l9CLVeIbDbN4BnSOWTmULD5kP9nbZ9LA46Xo8A\x0d\x0a--_449405078150296360948651\x0d\x0aContent-Type: application/ms-tnef; name=winmail.dat\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="winmail.dat"\x0d\x0a\x0d\x0ax=9F>"=00=00=01=06=90=08=00=04=00=00=00=00=00=01=00=01=00=01=07=90=06=00=08=\x0a=00=00=00=E4=04=00=00=00=00=00=00=E8=00=01=0D=80=04=00=02=00=00=00=02=00=02=\x0a=00=01=03=90=06=004=00=00=00=04=00=00=00=0B=00=1B=0E=01=00=00=00=1E=00=1A=\x0a=00=01=00=00=00\x09=00=00=00IPM.Note=00=00=00=00=03=00=FE=0F=05=00=00=00=03=00=\x0a=07=0E=12=00=00=00d=04=02=02=90=06=00=0E=00=00=00=01=00=FF=FF=FF=FF =00 =00=\x0a=00=00=00=00=3D=04=02=05=90=06=00=98=00=00=00=04=00=00=00=1E=00=077=01=00=\x0a=00=00=1D=00=00=00ODcKuTVOOcXOBKUDdiTEzDB.docx=00=00=00=00=1E=00=0D7=01=00=\x0a=00=00I=00=00=00file://161.89.60.144/iNc	-
1424244861.381773	violation	protocol	HTTP	CEtDjLawg7Sq2eXu1	-	59.166.0.5	11688	149.171.126.2	8080	not a http reply line	-
1424244861.389369	violation	protocol	HTTP	CEtDjLawg7Sq2eXu1	-	59.166.0.5	11688	149.171.126.2	8080	not a http request line	-
1424244865.380471	violation	protocol	SSH	CRBV3Y1saWMTBRATOc	-	59.166.0.1	18586	149.171.126.6	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244874.167674	violation	protocol	IMAP	CqKssXoTjlj9F2i0d	-	175.45.176.1	56832	149.171.126.16	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aqDofeQMj29drBGZvWqOfBdSz\x0d\x0a--_957006825296627342392759\x0d\x0aContent-Type: application/octet-stream; name=ElV6BdUGDm.DOc\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="ElV6BdUGDm.DOc"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00,=00=00=\x0a=00=00=00=00=00=00=10=00=00.=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=00=\x0a+=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=F	-
1424244883.382721	violation	protocol	SSH	Cdc40b17qSNCv7tUk6	-	59.166.0.0	14037	149.171.126.8	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244888.295810	violation	protocol	SSH	C7hcQj38T2ecTq4Eyl	-	59.166.0.1	2513	149.171.126.8	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
