#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dpd
#open	2025-03-07-06-46-18
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	analyzer	failure_reason
#types	time	string	addr	port	addr	port	enum	string	string
1421929806.555332	CW3xet1Bx15UOtUBlf	175.45.176.2	5060	149.171.126.18	5060	udp	SIP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:62: \x0aexpected pattern: ":"\x0aactual data: "100 Trying"
1421930269.072013	CIWi4i3eDt05rpXUM2	175.45.176.0	15936	149.171.126.16	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aZDtlbIB6sorzlRWh4hjokRKh1jQSpdrCD4ohbbu35HQVJ0WkfDnzW38XOddEcyu3jCObQ8OmcjMoogtud7eSBz7q3p2g7PRMjTCdDFNGxKz\x0d\x0a--_122925082902583627366053\x0d\x0aContent-Type: application/octet-stream; name=b0jhQRgGGRcu)\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="b0jhQRgGGRcu"\x0d\x0a\x0d\x0aT2dnUwACAAAAAAAAAABMAq5kAAAAAEeoJHABHgF2b3JiaXMAAAAAAkSsAAAA\x0aAAAAAHECAAAAAAC4AU9nZ1MAAAAAAAAAAAAATAKuZAEAAABjazsyETn/////\x0a////////////////A3ZvcmJpcx0AAABYaXBoLk9yZyBsaWJWb3JiaXMgSSAy\x0aMDA1MDMwNAEAAAAIAAAAZlFQbEs9JW4BBXZvcmJpcylCQ1YBAAgAAAAxTCDF\x0agNCQVQAAEAAAYCQpDpNmSSmllKEoeZiUSEkppZTFMImYlInFGGOMMcYYY4wx\x0axhhjjCA0ZBUAAAQAgCgJjqPmSWrOOWcYJ45yoDlpTjinIAeKUeA5CcL1JmNu\x0aprSma27OKSUIDVkFAAACAEBIIYUUUkghhRRiiCGGGGKIIYcccsghp5xyCiqo\x0aoIIKMsggg0wy6aSTTjrpqKOOOuootNBCCy200kpMMdVWY669Bl18c84555xz\x0azjnnnHPOCUJDVgEAIAAABEIGGWQQQgghhRRSiCmmmHIKMsiA0JBVA
1421930331.917852	CisUzc4fddmNeiEEhg	175.45.176.2	53860	149.171.126.12	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0agqZvLaP9\x0d\x0a--_234255370957763795674089\x0d\x0aContent-Type: application/octet-stream; name=k7BokInA9KN.bmp\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="k7BokInA9KN.bmp"\x0d\x0a\x0d\x0aBM=00=00=00=00=00=00=00=00=00=00=00=00(=00=00=00=AC=0C^=0C=01=00=00=00=01=\x0a=00=18=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=\x0a=00=00S=B1=BEQ=0De=8E=B1=B2=9D89=DD=EF=F1=11$=14_=B9=C0%r=05?{=9C=FC=EBS+=\x0a=8C=80=90v=AB=CB=07=7F=AD=AB=0Dy=8A|=CE~-pk=E3g=17?=96XO,=83=CBl=BB=FCQ=B4=\x0a=BE=94=A8=85F=02u|#=CA=05=80*=F8=87=87=AE.=CD=DA=D0=0EP=E2=E5=C1=06u=9E=DC=\x0az=CE=19=1B=CE=90=A8#=C2r?u=C5=D6=A2\\.=1F|=F5I=C4=CE/L\x09G=E5o=89=06;=9BSJ&N=\x0a=8B|=0EY=B6M=A8=F0*=FB=EC=16=8E=B0[=9A=E8wP8Z=DF=DD=E2=3D=CCK=99v}4U=B9=8A=\x0a=85=0B=8E=E0VDh=84=005=D4=A8D=18=87d=DE=A3J=05=9Ck=88K([=14^&=A2I]=E2=D91=\x0a=BCD=0E=B9=B3=C6=1E=
1421930346.049294	C7oV8DH7cQpkkerR4	175.45.176.0	2208	149.171.126.12	4559	tcp	FTP	non-numeric reply code [CtdASXnVYpcJOJrosZxMYMKiyVFVInUNvqBWZwyI...]
1421930350.758383	C2i3URzoDtFobFtEa	175.45.176.2	31462	149.171.126.15	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0akyF79iSkTqcwKKZIl8PIwVc6JoRJ2O\x0d\x0a--_030763328285055782425964\x0d\x0aContent-Type: application/octet-stream; name=oBPg6cmVp.DDd\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="oBPg6cmVp.DDd"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAEQAAAAAAAAAAEAAAEgAAAAEAAAD+////AAAAABAAAAD/////////////\x0a////////PHNjcmlwdCBsYW5ndWFnZT0iVkJTY3JpcHQiPg0Kc2V0IHdzaHNo\x0aZWxsPWNyZWF0ZW9iamVjdCAoIndzY3JpcHQuc2hlbGwiICkNCmE9d3Noc2hl\x0abGwucnVuKCJjYWxjLmV4ZSIsMSkNCndpbmRvdy5jbG9zZQ0KPC9zY3JpcHQ+\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a///////
1421930354.387157	CMXxA22XCbI6tJUl18	175.45.176.0	43017	149.171.126.14	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:47: \x0aexpected pattern: "[\\r\\n]+"\x0aactual data: ""
1421930396.239049	CyjAun2obTN4WTRG11	175.45.176.0	30755	149.171.126.15	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0a81XMu9Drnf6afN5HCSJFUzViYJBs0SP\x0d\x0a--_363390968222964201710482\x0d\x0aContent-Type: application/octet-stream; name=QfXXJF07fuq.XLS\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="QfXXJF07fuq.XLS"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00#=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF
1421930480.184095	CoKXy24FQRLrkJ7Aub	175.45.176.0	15022	149.171.126.10	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/html\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: inline\x0d\x0a\x0d\x0aPGh0bWw+PGhlYWQ+PC9oZWFkPjxib2R5PjxhIGhyZWY9IlxcUHJjeHpcdVhG\x0aUFZpXGROZi5leGUiPmtNWExtYWdXWHh1R3RYSHRMckJoZHlwb0RFSjwvYT48\x0aL2JvZHk+PC9odG1sPg==\x0a\x0d\x0a--_113173606834583961738911--\x0d\x0a\x0d\x0a UID 1)\x0d\x0aa005 OK FETCH\x0d\x0a"
1421930488.246428	CMARNy3OdW4jhLN3C5	175.45.176.1	6033	149.171.126.12	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0a8FBVCtBXzTuH8JgCLeiz4MM7HDOAjSRS3Va1Gx7qARbgE3j\x0d\x0a--_452731904185768828087446\x0d\x0aContent-Type: application/octet-stream; name=ABoQOEgbdIDt.au)\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="ABoQOEgbdIDt.au"\x0d\x0a\x0d\x0aLnNuZAAAARgAAELcAAAAAQAAH0AAAAAAaWFwZXR1cy5hdQAgImlhcGV0dXMu\x0aYXUiADEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAGZmZgA=\x0a\x0d\x0a--_452731904185768828087446--\x0d\x0a\x0d\x0a UID 1)\x0d\x0aa005 OK FETCH\x0d\x0a"
1421930498.826434	CN4vD1BfYL2wSMd6a	175.45.176.0	7590	149.171.126.14	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aCJXT1UD6tKEQXX5kafoMPxdrc6DQRIl9DkvJR9oaB4SVLAbS\x0d\x0a--_784400601484030114532393\x0d\x0aContent-Type: video/x-msvideo; name=MpmphDZKbIFfL.Avi\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="MpmphDZKbIFfL.Avi"\x0d\x0a\x0d\x0aRIFF=B8=1D=00=00AVI LIST=C0=00=00=00hdrlavih8=00=00=00 N=00=00=E0=93=04=00=\x0a=00=00=00=00=10=08=00=00\x0a=00=00=00=00=00=00=00=01=00=00=00=E8=03=00=00d=00=00=00d=00=00=00=00=00=00=\x0a=00=00=00=00=00=00=00=00=00=00=00=00=00LISTt=00=00=00strlstrh8=00=00=00vi=\x0adsMJPG=00=00=00=00=00=00=00=00=00=00=00=00=02=00=00=00d=00=00=00=00=00=00=\x0a=00\x0a=00=00=00F=01=00=00=10'=00=00=00=00=00=00=00=00=00=00d=00=00=00strf(=00=00=\x0a=00(=00=00=00d=00=00=00d=00=00=00=01=00=18=00MJPG=00=00=00=00=00=00=00=00=\x0a=00=00=00=00=00=00=00=00=00=00=00=00LIST&=00=00=00INFOISFT=1A=00=00=00FiH=\x0aVRGus0BezLqRar4yE7SNU9fJUNK=F6=0E
1421930510.561079	CiMDDk25ZdDZ7Q2PJe	175.45.176.3	19355	149.171.126.16	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aSMYFtckl9fJSNju1KXCGN63U78YZhHoJGrPnvbIYtqbWU3LGFTQz8jrXMZcJTBjNmQi3G1QUJJZrFIg1yBfBgJK6d3H5DNpakQMtTqRxvobBNswlvjOxbsXod8HMyoI\x0d\x0a--_707386404585055074080864\x0d\x0aContent-Type: application/octet-stream; name=HeKpX04x.xls\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="HeKpX04x.xls"\x0d\x0a\x0d\x0a<html xmlns:v=3D"urn:schemas-microsoft-com:vml"=0D\x0axmlns:o=3D"urn:schemas-microsoft-com:office:office"=0D\x0axmlns:x=3D"urn:schemas-microsoft-com:office:excel">=0D\x0a=0D\x0a<head>=0D\x0a<meta http-equiv=3DContent-Type content=3D"text/html; charset=3Dwindows-1=\x0a252">=0D\x0a<meta name=3DProgId content=3DExcel.Sheet>=0D\x0a<meta name=3DGenerator content=3D"Microsoft Excel 10">=0D\x0a<!--[if !mso]>=0D\x0a<style>=0D\x0av:* {behavior:url(#default#VML);}=0D\x0ao:* {behavior:url(#default#VML);}=0D\x0ax:* {behavior:url(#default#VML);}=0D\x0a.shape {b
1421930518.050321	CJMZYg3Fe8uCGVXDLa	59.166.0.6	49033	149.171.126.8	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930521.471611	CJQoMs41I7fENrhub9	59.166.0.3	42088	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930523.174373	ClmTMF2OQZA3f2USo3	59.166.0.0	42600	149.171.126.5	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930525.747420	CcNkDtBYFNKE9aAB7	59.166.0.0	8830	149.171.126.2	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930529.855415	CMRb6y4HJseFH48Qr4	59.166.0.4	37428	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930533.172121	CnQ2tv45xbqwvmmRq1	59.166.0.3	19089	149.171.126.7	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930533.772842	CRnixT3qQeGqom7yF6	59.166.0.4	52093	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930534.370295	CPAtxV16rgT3Uqm3Uc	59.166.0.9	44143	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930534.732501	COrstc4YG0BT78kTYh	59.166.0.2	41837	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930535.672164	C0a5EbW6P31JAoRX9	59.166.0.2	50357	149.171.126.2	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930536.272267	CchEKm4odaoctoDR27	59.166.0.4	10279	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -212078529 > 0
1421930536.925523	Cj3KRJ3vHTRB2mW4ba	59.166.0.2	15055	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930537.061534	Cvalk6L1C5pY3lKV9	59.166.0.7	36501	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930537.689497	Cp6auZ2X0yULRBpW2e	59.166.0.8	21931	149.171.126.1	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930538.343515	Cgi6vB4EkXDmkqCB3f	59.166.0.7	1539	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930539.146551	CZog0y4obH0FEfdJel	59.166.0.3	58603	149.171.126.9	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930539.434547	CULonn3QrcPQPMu0w4	59.166.0.2	31109	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930539.751572	Cpq6ky25TuolulWcW6	59.166.0.9	49711	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930540.174234	Cju1lWCHsC8TBeQch	59.166.0.3	33845	149.171.126.8	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930541.395535	C6nnFaKJ06nc1snv2	59.166.0.9	53847	149.171.126.4	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930541.698570	CRKndR13DK1mDDvV32	59.166.0.3	46262	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930542.183586	CNKOmh1O5v0EV3iCM	59.166.0.7	5463	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930542.342611	CaRtCd43neBTYLEYki	59.166.0.5	9421	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930542.812564	COZ9W4190dVzo5INRa	59.166.0.1	19568	149.171.126.1	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930544.007644	C0vGTohc4Hz2PJtai	59.166.0.5	12634	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930544.995642	CZT3sxvpJV1SCcsOg	59.166.0.1	62364	149.171.126.4	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930545.184670	COYCQ23oeuOrZNqay2	59.166.0.5	28059	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930545.870972	CeUqGWgVvRhTwcpl5	59.166.0.6	17675	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930546.370756	C2eoQiMe7ZZfod5Ka	59.166.0.8	26824	149.171.126.5	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930547.562710	C7CBDrNAko1BNy4Kd	59.166.0.4	32580	149.171.126.1	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930547.592675	Ceyh2a4tcSQWlGb7E1	59.166.0.8	29465	149.171.126.7	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930547.705711	CEivEd1kgWs8QSpA75	59.166.0.8	2423	149.171.126.4	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930548.228702	Cy26s41hK58fi8Cm9d	59.166.0.4	58804	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930548.706704	CGYgZf2n5iGGLv68y4	59.166.0.1	49518	149.171.126.7	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930548.906706	COzbLb1TZcBxkRoQ2g	59.166.0.9	52181	149.171.126.4	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930549.095706	CNoj412PKxrXs1exDi	59.166.0.3	30534	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930549.409728	CM9F4q32XQBQdJNUkj	59.166.0.5	11532	149.171.126.8	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930550.574006	CTjqT21yMpsCwTTEg	59.166.0.4	49298	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930551.571696	CZR6EsXaLYYDlsUT1	59.166.0.2	59808	149.171.126.5	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930551.990744	Ch81f93sQnaOCipnG6	59.166.0.0	60516	149.171.126.2	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930552.971578	C8s7u5cE3GBh9NqY9	59.166.0.3	14447	149.171.126.8	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930553.234752	CedWoY1YdfjaSJtIHk	59.166.0.1	1726	149.171.126.2	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930554.279752	C6Uukx1veC1eYAPw4l	59.166.0.4	61783	149.171.126.3	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930554.292800	C4D0WG9ZGdLfQBfx6	59.166.0.0	26629	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930554.861804	CyqopX30wDvBg4ibgd	59.166.0.5	42129	149.171.126.1	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930555.170792	CRuJar193iKDB5EoK1	59.166.0.7	38000	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930555.223086	CE9wIX3T4kJtqUIi	175.45.176.2	56517	149.171.126.14	143	tcp	IMAP	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aR7lEy0ogPgpvOZWTa1PxIdlqM65WRSV5LnL1eeca\x0d\x0a--_071909102167566565113905\x0d\x0aContent-Type: video/x-msvideo; name=KXBtLt0CUT1OFi.aVi\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="KXBtLt0CUT1OFi.aVi"\x0d\x0a\x0d\x0aRIFF`=F0=00=00AVI LIST2=01=00=00hdrlavih8=00=00=00@=0D=03=00=00=00=00=00=00=\x0a=00=00=00=10\x09=00=00=05=00=00=00=00=00=00=00=02=00=00=00=00=00=00=00=14=00=\x0a=00=00=19=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00LISTt=00=\x0a=00=00strlstrh8=00=00=00vidsIJPG=00=00=00=00=00=00=00=00=00=00=00=00=01=00=\x0a=00=00=05=00=00=00=00=00=00=00=05=00=00=00=89=10=00=00=00=00=00=00=00=00=00=\x0a=00=00=00=00=00=14=00=19=00strf(=00=00=00(=00=00=00=14=00=00=00=19=00=00=00=\x0a=01=00=18=00IJPG=DC=05=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=\x0a=00LISTj=00=00=00strlstrh8=00=00=00audsU=00=00=00=00=00=00=00=0
1421930555.723816	CHVo4g1hojdTpJ6e7	59.166.0.6	22859	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930556.976748	Ctzuub4D1siiVbK7Nd	59.166.0.0	19991	149.171.126.2	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930557.123842	CvMc7j2Mi0g6AlgdCk	59.166.0.0	26287	149.171.126.4	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930557.444758	CGjnAJgLiOmaSscCl	59.166.0.6	54486	149.171.126.2	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930559.673785	CIfr5oZxoIhMSeEi4	59.166.0.9	2894	149.171.126.7	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930560.274177	CTAEGi3ars8t758Bwk	59.166.0.0	34219	149.171.126.9	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930560.670462	CMkAm22L9t4hEk7jNa	59.166.0.7	20700	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930561.974578	CZSLPq2hrueOHXhnua	59.166.0.5	38846	149.171.126.9	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930562.072204	CDGkXn1IrKtPisTEhk	59.166.0.7	18029	149.171.126.1	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930562.576927	CdLdi42pyKRkJgFNF7	59.166.0.6	34649	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930562.970861	CpXcQU2XNUKUHG4rhj	59.166.0.6	63637	149.171.126.1	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930564.271536	CmE1YE2K6Q5R8Lf0Dh	59.166.0.8	64628	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930565.070905	CpFKfjVzQ1XDO4Hgf	59.166.0.0	5804	149.171.126.0	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930567.871075	CoVggJ3ic2iozwnTwb	59.166.0.6	19632	149.171.126.6	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930570.968972	CAJn1wBkLQ9nmpSx2	59.166.0.1	43481	149.171.126.4	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
1421930571.276021	C6TYkG3iZJqwOPhfMe	59.166.0.0	14876	149.171.126.2	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930572.871000	ClKBmc4jf2ryhwXhhb	59.166.0.1	9105	149.171.126.9	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -286825245 > 0
1421930573.568012	ChPT9128VS3HlNdGai	59.166.0.5	65495	149.171.126.5	22	tcp	SSH	Binpac exception: binpac exception: out_of_bound: SSH2_Key_Exchange: -129882454 > 0
#close	2025-03-07-06-46-27
